,companyName,datePublished,ratingValue,reviewBody
480,DuGood Credit Union,2021-06-15,Rated 5 out of 5 stars,I felt like everyone I dealt with was professional and kind as well worked efficiently. Thank you!
481,DuGood Credit Union,2021-06-10,Rated 5 out of 5 stars,Loan Officer Brenda Franks is phenomenal with her customer service skills . She was extremely patient and helpful with the process . She took time to explain each and every aspect of the loan . She kept me updated every step of the way . She even stayed late one evening after coming back from vacation to work on loans for her customers . Dugood this woman is by far one of your biggest assets . I admire and appreciate her passion for customer service . She is a busy lady and yet always makes you feel like you are her number one priority . Thank you Ms Brenda .
482,DuGood Credit Union,2021-06-08,Rated 5 out of 5 stars,We applied for a vehicle loan and received a response that afternoon.  The loan officer was very prompt and friendly during the process. The loan was completed in two days. The process was very expedite with exceptional communication which made the experience very satisfying
483,DuGood Credit Union,2021-06-08,Rated 5 out of 5 stars,All who touched the process were courteous and professional.   Tara went the extra mile to make sure I was taken care of and my time was not wasted.  I appreciate all they did!!
484,DuGood Credit Union,2021-06-06,Rated 5 out of 5 stars,My experience with the purchase of my last vehicle went great. All of my purchases have went seem less. Thank you DGFCU
485,DuGood Credit Union,2021-06-06,Rated 5 out of 5 stars,"The friendly and professional staff at Dugood made the process of our home equity loan so easy. Sandy Ferrell was our loan officer and she was so helpful and very responsive to all our questions. Great experience, highly recommend!"
486,DuGood Credit Union,2021-06-05,Rated 5 out of 5 stars,Torey was very professional and courteous and was able to take care of all my needs. She was able to answers all my questions and to make changes if needed. Hats 🎩 off to Torey I would refer her to friends and family.
487,DuGood Credit Union,2021-06-04,Rated 5 out of 5 stars,DuGood made the car financing experience so easy! When going to the dealership I already had a price and I didn’t need to go back and forth. Katrina from the Jasper store was so helpful and knowledgeable! I highly recommended financing through DuGood for your next car.
488,DuGood Credit Union,2021-06-03,Rated 5 out of 5 stars,When you walk into Dugood everyone greets you and ask if you need help. Very informative.
489,DuGood Credit Union,2021-06-02,Rated 5 out of 5 stars,"Sandra Flanigan is great to work with, she goes above and beyond to help you in all your needs. Thanks for all your help"
490,DuGood Credit Union,2021-06-02,Rated 5 out of 5 stars,This was my first time to refinance a vehicle.  The associate at DuGood patiently walked me through each step and answered every question I had.  I felt comfortable with her and would definitely use DuGood again for banking needs.
491,DuGood Credit Union,2021-06-01,Rated 5 out of 5 stars,
492,DuGood Credit Union,2021-05-31,Rated 5 out of 5 stars,It was a big help to us and didn't take long to get the lone
493,DuGood Credit Union,2021-05-31,Rated 5 out of 5 stars,I would like to know if you offer an app so I can pay with an app.  The girl that called me wasn’t sure if you had one or not.
494,DuGood Credit Union,2021-05-30,Rated 5 out of 5 stars,
495,DuGood Credit Union,2021-05-28,Rated 5 out of 5 stars,Very professional straightforward and efficient service.
496,DuGood Credit Union,2021-05-28,Rated 5 out of 5 stars,Yes I Enjoy Doing Business With Y'all I Ask Questions Y'all Gave Me The Answer
497,DuGood Credit Union,2021-05-28,Rated 5 out of 5 stars,So far this has been a great bank for me . They didn’t know me from Adam and refinanced my truck and gave me a loan . My credit is not the best but the du good bank came thru for me .. ty gt
498,DuGood Credit Union,2021-05-28,Rated 5 out of 5 stars,"It is with much enthusiasm that I recommend Tara Baloney for your loan officer!  She is knowledgeable, fast and accurate. She will answer any questions or concerns that you may have during the process. She is not one of those loan officer who is there just to make money but also to guide you in the right direction and meet our needs."
499,DuGood Credit Union,2021-05-26,Rated 5 out of 5 stars,Very easy to work with. Great hospitality and friendly staff. Did it all on my phone. Got the money I needed within 3 hours
500,DuGood Credit Union,2021-05-26,Rated 5 out of 5 stars,
501,DuGood Credit Union,2021-05-26,Rated 5 out of 5 stars,"I’ve cultivated a relationship with DuGood Credit Union after approval of my vehicle from Classic of Beaumont for over 3 years. Anything I’ve needed assistance with since then, their response has always been a very prompt and professional yes."
502,DuGood Credit Union,2021-05-25,Rated 5 out of 5 stars,"Being a member for over 30 year, I have never had an unfriendly encounter with my friends at DuGood Federal Credit Union.  Apparently, some credit unions are not near as friendly.  When I went to pick up my car in Dallas yesterday, the car salesman mentioned that my credit union was different from others he had encountered.  They spoke to him respectfully, and he enjoyed the experience.  As always, my financial transaction are handled expediently, and without hassle.  If you haven't experienced the DuGood way, you're missing the best way."
503,DuGood Credit Union,2021-05-25,Rated 5 out of 5 stars,
504,DuGood Credit Union,2021-05-24,Rated 5 out of 5 stars,"Sandy Ferrell, Mortgage Loan officer, recently went above and beyond to help get our new house mortgage loan & closing on it. She answered every question we had & gave us all the information we needed for different scenarios concerning this loan.  She is extremely knowledgeable, prompt, professional & friendly & worked after hours to get this done.  She has handled our past mortgages as well.  I can't say enough good things about any of our experiences.I have done business with Dupont/DuGood for many many years & have always had exceptional customer service in ay area."
505,DuGood Credit Union,2021-05-23,Rated 5 out of 5 stars,
506,DuGood Credit Union,2021-05-20,Rated 5 out of 5 stars,They are always there to help.  Very friendly and courteous.
507,DuGood Credit Union,2021-05-18,Rated 5 out of 5 stars,"I love banking with DuGood, the staff is amazing and they’re always there when I need them !"
508,DuGood Credit Union,2021-05-17,Rated 5 out of 5 stars,They have always treated me well and provided me with any financing that I've ask for. Their rates are great too.
509,DuGood Credit Union,2021-05-17,Rated 5 out of 5 stars,Monica James had everything ready to go upon my arrival and made it an easy process.
510,DuGood Credit Union,2021-05-17,Rated 5 out of 5 stars,We’ve been very pleased with every interaction we’ve had with DuGood. The staff is efficient and courteous. We look forward to doing business with this bank.
511,DuGood Credit Union,2021-05-14,Rated 5 out of 5 stars,Everything went very smoothly Tara did a excellent job from start to finish on my share loan for my son
512,DuGood Credit Union,2021-05-14,Rated 5 out of 5 stars,"My refinance team did a great job helping me get a home equity loan.They were informative and kept me updated step by step on where we were, they also explained each move, I could’ve had a better experience and a stress free situation.THANKS to the whole credit union and SPECIAL THANKS to my team.  Again THANKS! Jerald King 🙏"
513,DuGood Credit Union,2021-05-14,Rated 5 out of 5 stars,As always at DuGood I was treated courteously and promptly.
514,DuGood Credit Union,2021-05-14,Rated 5 out of 5 stars,"I am so..... Happy and Excited! Thanks to DuGood FCU and the DuGood dream team. I now have my dream Jeep! This is what it’s about folks unsurpassable customer service with a smile and perseverance during the entire process of finding the right vehicle. I would like to send a special thanks to Tammy Simmons “Branch Manager “ at the 1430 N Main St. location in Vidor,Tx Thank you so much Mrs. Tammy for all your hard work time and patience while helping me get my Auto Loan. Thank You for making my dream a reality Thanks to DuGood FCU!"
515,DuGood Credit Union,2021-05-13,Rated 4 out of 5 stars,Great friendly and courteous service. Also courteous accurate service.
516,DuGood Credit Union,2021-05-12,Rated 5 out of 5 stars,Your staff is resourceful and amazing.
517,DuGood Credit Union,2021-05-11,Rated 5 out of 5 stars,The loan process was so easy and pleasant.
518,DuGood Credit Union,2021-05-08,Rated 5 out of 5 stars,Isaiah was great to work with made our car loans process very easy and was very friendly they really DUGOOD 👍
519,DuGood Credit Union,2021-05-08,Rated 5 out of 5 stars,We couldn't be happier with our experience for our home refinance. They were so patient and absolutely wonderful to deal with. We will do all our loans with them in the future.
520,DuGood Credit Union,2021-05-06,Rated 4 out of 5 stars,Very good experience felt welcomed at at home
521,DuGood Credit Union,2021-05-06,Rated 5 out of 5 stars,"Applying for a loan can make one nervous, but not at DuGood.  Sandra made the application so easy and pleasant.  She offered me a great rate and helped me with each step of the process.   DocuSign made to proceed even easier and everything was ready at closing.  They even provided a gift when the signing was completed.  A very pleasant experience and why I continue to bank at DuGood Credit Union"
522,DuGood Credit Union,2021-05-06,Rated 5 out of 5 stars,Very friendly and so helpful at Vidor. But for some reason it's SO HOT inside! I was fanning myself with a (free) calendar to keep from sweating.
523,DuGood Credit Union,2021-05-05,Rated 5 out of 5 stars,"Excellent service, In and out fast.  Best experience ever"
524,DuGood Credit Union,2021-05-05,Rated 5 out of 5 stars,Our refinance of our car and home was great. The process is the easiest I have had to deal with. The loan officer was very nice and knowledgeable and always there to take my call.
525,DuGood Credit Union,2021-05-04,Rated 4 out of 5 stars,
526,DuGood Credit Union,2021-05-04,Rated 5 out of 5 stars,Very good credit union. I love their customer service. Been with them for a while :)
527,DuGood Credit Union,2021-05-01,Rated 5 out of 5 stars,We have been with DuGood for 20yr now. The customer service is excellent and they are also will to help.
528,DuGood Credit Union,2021-04-30,Rated 5 out of 5 stars,Fast service friendly people also help me out when it comes to my needs
529,DuGood Credit Union,2021-04-29,Rated 5 out of 5 stars,goodgoodgood
530,DuGood Credit Union,2021-04-29,Rated 4 out of 5 stars,Decent union. Nice and friendly staff! Very helpful
531,DuGood Credit Union,2021-04-29,Rated 5 out of 5 stars,Everyone was so nice and helpful explained every thing .
532,DuGood Credit Union,2021-04-28,Rated 5 out of 5 stars,I am well pleased with the decision I made to become a member of DuGood. I want to especially thank Megan Perdue for her help and patience in assisting me with my financial needs.
533,DuGood Credit Union,2021-04-26,Rated 5 out of 5 stars,"The rep who reached out to me about my online Application (Stephanie) made the process very simple and explained all the services the branch offered to me in an very easy-to understand manner. Also once I signed my paperwork and went into my local branch to have my card printed, all of the staff was super welcoming, and very attentive; to sum it all up, first impressions are your last impression and I was very VERY impressed and believe that I will be a life-long customer with this branch!"
534,DuGood Credit Union,2021-04-26,Rated 5 out of 5 stars,"My loan officer, Sandie A. Was very helpful, and very knowledgeable on what to do. My car loan was fast and easy. Thank you"
535,DuGood Credit Union,2021-04-26,Rated 5 out of 5 stars,Great girls that helped constantly keeping me updated explaining things took the time to sit while I read through things and explain my questions that were answered. I really appreciate in person and the constant calling and reaching out to me doing the process of my home equity loan refinancing my home. Thank y'all so much it was a privilege to have such friendly and wholesome people to help me along the way. Thank you all.
536,DuGood Credit Union,2021-04-26,Rated 5 out of 5 stars,Could not be happier with how on top of things Tammy Christopher & Sandy Amburn are constantly. I call them for any advice and they are on top of it immediately!! Thank you ladies for taking care of us!!Melinda & Tracy White
537,DuGood Credit Union,2021-04-24,Rated 5 out of 5 stars,Good experience from all times
538,DuGood Credit Union,2021-04-24,Rated 5 out of 5 stars,The wait was short Everyone was friendly helpful and efficient Any question I had was answered quickly and well
539,DuGood Credit Union,2021-04-27,Rated 3 out of 5 stars,"Good interest rates, but very antiquated app and way to repay loans. You can’t repay your loans using an external account. You will need to show up in person at any of the branches to make the transaction. That is a inconvenience for anyone that travels constantly and is not available to stop at the branch at all times."
540,DuGood Credit Union,2021-04-23,Rated 5 out of 5 stars,I applied for a loan in the morning online. The loan officer got with me quickly to  start process. By early afternoon loan had been approved and money was funded into my account! Thanks DuGood!
541,DuGood Credit Union,2021-04-22,Rated 5 out of 5 stars,"They always say that buying a house is extremely stressful, but Dugood made it completely stress-free."
542,DuGood Credit Union,2021-04-22,Rated 5 out of 5 stars,Very precise and easy. Top rated experience.
543,DuGood Credit Union,2021-04-21,Rated 5 out of 5 stars,I’m excited about joining with this Credit Union. The staff were friendly and welcoming when I walked into the branch.
544,DuGood Credit Union,2021-04-21,Rated 5 out of 5 stars,"Very professional, and happy that I joined y'all. Everything detail about my account was explained easily. Highly recommend!"
545,DuGood Credit Union,2021-04-19,Rated 5 out of 5 stars,
546,DuGood Credit Union,2021-04-19,Rated 4 out of 5 stars,Great service terrific employees who will make sure you get the job done
547,DuGood Credit Union,2021-04-19,Rated 5 out of 5 stars,
548,DuGood Credit Union,2021-04-17,Rated 5 out of 5 stars,
549,DuGood Credit Union,2021-04-16,Rated 5 out of 5 stars,The staff are always professional polite and willing to go the extra mile to help. I would recommend DuGood to all my family and friends
550,DuGood Credit Union,2021-04-16,Rated 4 out of 5 stars,Has great customer service and location are very comfortable and clean
551,DuGood Credit Union,2021-04-15,Rated 5 out of 5 stars,DuGood always come through with the loans I ask for. They check stuff on your credit report when they need to pull it for a loan and see if they can lower interest rates on existing loans.
552,DuGood Credit Union,2021-04-15,Rated 5 out of 5 stars,What a great experience! The process was easy and we closed quickly. Sandra was the best! So glad we chose DuGood!
553,DuGood Credit Union,2021-04-15,Rated 5 out of 5 stars,nice company and customer service also
554,DuGood Credit Union,2021-04-14,Rated 5 out of 5 stars,"I walked in to apply for a personal loan and Miss Brenda Franks helped me with the refinance of the vehicle loan I had with Dogood Credit Union. She was wonderful on the way we where tested and the answers she gave us. She is a very profesional at what she does, any loan I need in the future I will like for her to be the one that help us Thank you Miss Brenda Franks"
555,DuGood Credit Union,2021-04-14,Rated 5 out of 5 stars,I have done business for many years now with Dugood FCU. I trust Sandie Amburn with my business. She works quickly and efficiently and always nice to work with.
556,DuGood Credit Union,2021-04-14,Rated 5 out of 5 stars,Every representative of the DuGood Family has been awesome in their abilities and service.
557,DuGood Credit Union,2021-04-13,Rated 5 out of 5 stars,I was working on getting a personal loan online and Tara Baloney helped me out.  She was amazing and very patient.  It took little time and I truly appreciate it.
558,DuGood Credit Union,2021-04-13,Rated 5 out of 5 stars,Megan was awesome! She made sure to answer all of my questions and worked promptly to get everything done in a timely manner. Would highly recommend.
559,DuGood Credit Union,2021-04-12,Rated 5 out of 5 stars,As soon as I walked in the door they was very nice super nice the lady take very good care of me open up to accounts with y'all I am looking forward to doing more business with y'all y'all are very good I will give you a five-star rating thank you so much bless you and have a good day
560,DuGood Credit Union,2021-04-12,Rated 5 out of 5 stars,Third loan with DuGood great 👍 low rate & great fast service 😃
561,DuGood Credit Union,2021-04-12,Rated 5 out of 5 stars,Applied for a home loan.  Sandy helped keep us straight and on schedule.  She was very helpful and personable.
562,DuGood Credit Union,2021-04-12,Rated 5 out of 5 stars,"I have been doing business with DuGood credit union for nearly 13 years now. They helped me establish my credit 10 years into our relationship, and have been there every step of the way when I needed to upgrade mowing equipment / buy a new car / take a vacation and so on. Most notably, Genise Griffin is a BOSS of a financials person and takes no lip from car salesmen :-) . She recently helped me stay within my predetermined budget when a car salesman tried to strong arm their way into my agreement I had with DuGood. I couldn't ask for a better financial institution. Great people, culture and moral compass."
563,DuGood Credit Union,2021-04-10,Rated 5 out of 5 stars,"My credit score is on the low side and I called every loan company around and no one would even talk to me. Until I called Dugood, Brenda Franks is  an absolute angel. She will go to work for you. She went above and beyond my expectations. Thank you!"
564,DuGood Credit Union,2021-04-10,Rated 5 out of 5 stars,Very helpful and nice staff. They are very efficient and considerate of your time.
565,DuGood Credit Union,2021-04-09,Rated 5 out of 5 stars,"I love this place. Sadie was very courteous and friendly, great personality. She made it fast and easy for me to open my account."
566,DuGood Credit Union,2021-04-08,Rated 5 out of 5 stars,I recently applied for a loan to refinance my truck. They were very prompt and informative and I was approved and refinanced in no time at all! I love my bank and all the staff!
567,DuGood Credit Union,2021-04-07,Rated 5 out of 5 stars,Awesome experience. No problem at all
568,DuGood Credit Union,2021-04-06,Rated 5 out of 5 stars,Friendly service.  Very informative to our questions.  Great customer service.  May you really feel they cared for your business.
569,DuGood Credit Union,2021-04-03,Rated 5 out of 5 stars,The lady that helped my case was very nice.
570,DuGood Credit Union,2021-04-01,Rated 5 out of 5 stars,"I came in to open a new account and they were more than happy to refinance my used car loan.  The process was efficient and stress-free. Great folks, wish I'd been working with them the past 12 years."
571,DuGood Credit Union,2021-04-01,Rated 5 out of 5 stars,I stopped in to ask some questions about a loan I wanted to make but didn't really have time to go through the process. To my surprise she was able to process the loan in less time than I thought it would take to answer my questions!
572,DuGood Credit Union,2021-04-01,Rated 5 out of 5 stars,"I love dealing with Dugood on any banking matter that I have. Everyone is friendly, helpful and fast with service."
573,DuGood Credit Union,2021-03-31,Rated 5 out of 5 stars,"Every time I have visited one of the DuGood branches, everyone is so friendly and helpful!Especially the NEDERLAND branch!! It’s like visiting my daughters when I go in -they all call me by name and immediately address my business efficiently and correctly!I am Blessed tone a member!Thank you, DuGood!"
574,DuGood Credit Union,2021-03-30,Rated 5 out of 5 stars,We worked with Jessica for a loan. She was extremely helpful and knowledgeable about what our options were and may the whole process very simple. Within 24 hours we had what we needed and we were on our way to completing our project. Thank you so much for your friendly and efficient service
575,DuGood Credit Union,2021-03-30,Rated 5 out of 5 stars,
576,DuGood Credit Union,2021-03-26,Rated 5 out of 5 stars,"Sandie Amburn has been great for years. She is very knowledgeable, friendly and able to answers all of my questions. She is a main reason why I will continue to bank with Dugood even after I move out of state. Thanks"
577,DuGood Credit Union,2021-03-26,Rated 5 out of 5 stars,"I called DuGood on a Friday for a loan to completely replace the house a/c unit. She took my information, and said she would call me back later that day. Friday afternoon she called back and advised that I was approved and informed me of all the details. And ask if I wanted to come in and sign the loan or have it emailed. I advised I was at work, and that I would sign the loan Monday. She advised that it would be just fine.   On Monday I called and advised that I was leaving work to go sign the loan. She advised that she could email it to me. I advised her that I would come in and sign. She said that was just fine. That everything would be ready     I arrived to the location on Major drive. Everyone one was nice and professional. Within 5 to 10 minutes the loan was signed, money in my account. And I was on my way to work.   The professional staff at DuGood, continue to provide excellent service every time. I have enjoyed banking at DuGood for a long time. And I will continue banking with DuGood for a long time to come. And I highly recommend them for others banking services."
578,DuGood Credit Union,2021-03-24,Rated 5 out of 5 stars,"Although I live in the Houston area, I trust my hometown DuGood FCU for all main banking needs.  The staff are always gracious and accommodating.  I couldn’t ask for a better financial institution."
579,DuGood Credit Union,2021-03-22,Rated 5 out of 5 stars,"Great team. They made sure I had all the info I needed to move forward and secure my personal loan. I am in the process of moving all my accounts to Dugood from another credit union, and so far I've been very pleased with the services and personnel. Highly recommend Dugood."
580,DuGood Credit Union,2021-03-19,Rated 5 out of 5 stars,"Wonderful, knowledgeable people work here !"
581,DuGood Credit Union,2021-03-19,Rated 5 out of 5 stars,The ladies at the downtown Beaumont location have made this the best banking experience I’ve ever had. Went above and beyond to open my account and answer any questions. So glad I started banking at DuGood!
582,DuGood Credit Union,2021-03-19,Rated 5 out of 5 stars,As always the team at Dugood has gone out of their way to get the job done for us. We appreciate everything.
583,DuGood Credit Union,2021-03-19,Rated 5 out of 5 stars,I worked with Mrs Sandra on my refinance.  It was a smooth transaction from start to finish.   I am very pleased..
584,DuGood Credit Union,2021-03-18,Rated 5 out of 5 stars,This is a blessed Cedit Unio. The employees are very courteous
585,DuGood Credit Union,2021-03-17,Rated 5 out of 5 stars,Easy to work with they are the best and handled my loan applications with ease! THANKS DUGOOD
586,DuGood Credit Union,2021-03-17,Rated 5 out of 5 stars,"As a long time member, I am used to the stellar service provided by the knowledgeable employees. With the added incentive of lower interest rates on loans, I have even more reason to continue to be a member of the organization. The loan paperwork was easy to go through, the terms were fantastic, and the service was great. I am looking forward to the savings generated by this consolidation loan."
587,DuGood Credit Union,2021-03-15,Rated 5 out of 5 stars,Stephanie S. was a wonderful help in opening a new account. She went above and beyond to get added information for me. I have been thinking about switching my current credit union that I am not happy with to DuGood. So I thought I would try them out. If all my experiences are as well as with Stephanie I will for sure be transferring all my accounts to DuGood. Thank you Stephanie for your 5 star service.
588,DuGood Credit Union,2021-03-15,Rated 5 out of 5 stars,"Transferred my home loan to Dugood. Kelly was very helpful throughout the entire process, keeping me up to date with each step. Highly recommend Dugood!"
589,DuGood Credit Union,2021-03-13,Rated 5 out of 5 stars,
590,DuGood Credit Union,2021-03-13,Rated 5 out of 5 stars,"Professional, courteous service at the Jasper branch."
591,DuGood Credit Union,2021-03-12,Rated 5 out of 5 stars,Always GREAT customer service. Best rates and easy processing.Staff helpful and courteous!!
592,DuGood Credit Union,2021-03-12,Rated 5 out of 5 stars,I had real good services looking forward to dugood continued services.
593,DuGood Credit Union,2021-03-10,Rated 5 out of 5 stars,"We have been with Dugood for atleast 20yrs,. We will not bank anywhere else. The staff is fantastic and always willing to help us with any situation that arises. Thank you all."
594,DuGood Credit Union,2021-03-09,Rated 5 out of 5 stars,Owner needed a new card Eastex Branch was very helpful. He got a new card went to eat the card would not work. I called in the lady that helped me get the expiration date corrected was wonderful and very helpful. I told her I did not mind if he had to wash dishes! She laughed but thought it best to get his card fixed. I called him and he was able to check and the card worked. Thank you!
595,DuGood Credit Union,2021-03-09,Rated 5 out of 5 stars,Always fast and easy and GREAT People
596,DuGood Credit Union,2021-03-08,Rated 1 out of 5 stars,"You've got to be kidding me!!!! $10.00 to get a replacement debit card to access my own money???? WOW!!!! I don't think so.It's silly, stupid reasons like this that I will change from one Financial Institution to another. Ironically, we had just opened another account at DuGood to eventually switch from another Credit Union. But that decision is now being heavily reconsidered.NOT good customer service!!!"
597,DuGood Credit Union,2021-03-08,Rated 5 out of 5 stars,It was very easy to apply for loan.  Employees were very friendly and helpful through the process.   Thank you for making this an easy process.
598,DuGood Credit Union,2021-03-08,Rated 5 out of 5 stars,Very pleased with our experience at DuGood!
599,DuGood Credit Union,2021-03-07,Rated 5 out of 5 stars,"I have used DuGood forever. Some do know me when I walk in,the other day I went in and they knew me with my mask. Y’all have always been courteous. Thanks for my experiences !!!"
600,DuGood Credit Union,2021-03-07,Rated 5 out of 5 stars,Morgan was awesome. I’m moving my money to that account. She was very helpful and supportive.
601,DuGood Credit Union,2021-03-07,Rated 5 out of 5 stars,Everyone in our loan process was so helpful! From Kellie Hudgins to when we signed the paperwork! Thank y’all so much!
602,DuGood Credit Union,2021-03-06,Rated 5 out of 5 stars,I was in dire need of financial help neededfor my pancreas cancer surgery
603,DuGood Credit Union,2021-03-05,Rated 5 out of 5 stars,"I only went in to assist my sister in opening a new account and I must say Elizabeth was the ""bomb"" in the BEST possible way. My sister is a little challenged and also inexperienced in banking for herself. ""Liz"" was VERY compassionate through the entire process.  AND.....she and I share the same birthdate...albeit, I am TWICE her upcoming age.  THANKS SO MUCH!!!"
604,DuGood Credit Union,2021-03-05,Rated 5 out of 5 stars,The Team At Lumberton Tx Dugood has Been amazing. I've Been a Member of Dugood Since 2008 and I've always recieved exceptional service. I went in For a Loan on Some Farm Equipment that will help me Maintain my Property. Even after I decided to make Several Changes during the Process all I Got was Service with a Smile. Thanks So Much To Mrs.Darlene and Mrs.Ashanti for All your Help.
605,DuGood Credit Union,2021-03-04,Rated 5 out of 5 stars,Friendly and knowledgeable staff. Wonderful reputation among my family and friends. :)
606,DuGood Credit Union,2021-03-03,Rated 5 out of 5 stars,"Great service,  great communication.."
607,DuGood Credit Union,2021-03-02,Rated 5 out of 5 stars,Fast friendly service Latoya McDonald was awesome
608,DuGood Credit Union,2021-03-02,Rated 5 out of 5 stars,
609,DuGood Credit Union,2021-03-01,Rated 5 out of 5 stars,I have been a member for over 17 years and have never had an issue. This is a great credit union. Fast and friendly service every time. I appreciate them very much
610,DuGood Credit Union,2021-03-01,Rated 5 out of 5 stars,My experience was delightful in every way from opening my account to making a second deposit!!! The Tellers are very attentive to your needs and they care about you as a person!!
611,DuGood Credit Union,2021-02-28,Rated 5 out of 5 stars,Great customer service! Everyone was great and answered every question thoroughly.
612,DuGood Credit Union,2021-02-27,Rated 5 out of 5 stars,Excellent and simple loan process. Two thumbs up.
613,DuGood Credit Union,2021-02-26,Rated 5 out of 5 stars,
614,DuGood Credit Union,2021-02-25,Rated 5 out of 5 stars,I recently refinanced my loan because of lower interest. Most of the preparation for the loan was done by email and phone mainly because of the Covid-19 virus. All was handled promptly and professionally. Thanks DuGood!
615,DuGood Credit Union,2021-02-24,Rated 5 out of 5 stars,
616,DuGood Credit Union,2021-02-24,Rated 5 out of 5 stars,I’ve been with DuGood for 10+ years and the service is satisfactory...very professional and excellent staff!!!
617,DuGood Credit Union,2021-02-22,Rated 2 out of 5 stars,"It was a %100 share secured loan added onto more than 1 time.  The loan was secured by my Mom's shares.  She and my deceased Dad, Charles Carrier have been members since the 1960's.   She is elderly.   I tried to call in advance so to reduce the time for her.  I was shut down by the Jada Kelley call center.  I was not even allowed to start the loan request application.Bottom line, the Jada Kelley Dugood FCU is out of touch with the members of the credit union she dictates.It took over 45 minutes to get the loan advance.  It was share secured.  Maybe 15 minutes and done.  Not at Dugood.  I work graveyards.  Dugood's ineptness caused me needed hours of sleep.  Respectfully,Doug Carrier409.626.4322"
618,DuGood Credit Union,2021-02-22,Rated 5 out of 5 stars,Had such a great experience! Everyone was so helpful! Thank you!
619,DuGood Credit Union,2021-02-16,Rated 5 out of 5 stars,
620,DuGood Credit Union,2021-02-13,Rated 5 out of 5 stars,I have been dealing with Dugood for over 15 years this is the best banking institution I’ve ever dealt with extremely pleasant people
621,DuGood Credit Union,2021-02-09,Rated 5 out of 5 stars,My wife and I were needing to refinance our auto loan to lower the note. Everyone made it super easy to get done and we’re very nice! We love our bank!
622,DuGood Credit Union,2021-02-09,Rated 5 out of 5 stars,You're making a small loan for a used car and process was about as easy you could ever hope for
623,DuGood Credit Union,2021-02-07,Rated 5 out of 5 stars,It was friendly the lady at the door was welcomeing the lady that help me was awsome I hope it's good all-around
624,DuGood Credit Union,2021-02-07,Rated 5 out of 5 stars,
625,DuGood Credit Union,2021-02-06,Rated 5 out of 5 stars,Very nice and helpful. Left feeling very special
626,DuGood Credit Union,2021-02-05,Rated 5 out of 5 stars,Always so helpful and friendly.  The staff is professional and quick.  LaToya did an outstanding job job assisting us with our recent loan.
627,DuGood Credit Union,2021-02-05,Rated 2 out of 5 stars,"I liked most things about this credit union, but they use a 3rd party bill pay system that's very shady. I accidentally double paid a bill through bill pay and didn't have the money to cover the second payment. I didn't find out about it until I got a notice that my bill pay account was suspended. I called Dugood to arrange to have money sent to the account to cover the outstanding balance, but the bill pay company sent my account to collections without even talking to me about anything. I'll be closing all my accounts with Dugood and moving my money to another credit union."
628,DuGood Credit Union,2021-02-05,Rated 5 out of 5 stars,"Raven was awesome to work with on making our boat loan go so smoothly.  Great employee, pleasure to work with.  DuGood you get a 5 star rating from me.  Thanks again, Ronnie Smith"
629,DuGood Credit Union,2021-02-04,Rated 5 out of 5 stars,"been with this credit union for over 17, 18 years. everyone is always super helpful, friendly and courteous at the branches ive been to. applied for loans and received approval within a few short hrs with great rates. also have had money replaced back into my account almost immediately that was fraudulently removed... will always bank here!"
630,DuGood Credit Union,2021-02-04,Rated 5 out of 5 stars,"I just recently submitted a loan application at Dugood CU, My loan officer manager was Jessica she went over and beyond to answer all my questions, and to keep me updated throughout the entire financing process."
631,DuGood Credit Union,2021-02-03,Rated 5 out of 5 stars,We have been long time members of this credit union and are always pleased with the service we receive.  We recently worked with Genise at the Edison Plaza Branch and received prompt assistance with a personal loan.  It  is a pleasure to do business with an entity that makes customer service a priority!  Thank you.
632,DuGood Credit Union,2021-02-02,Rated 5 out of 5 stars,It was really simple and quick to open an account online. Working and having 2 children is was hard for me to make time to come into the credit union to open an account. So thankful I was able to do it online.
633,DuGood Credit Union,2021-01-31,Rated 5 out of 5 stars,I completed the loan application online and was contacted by Audrey H. the next day. She was a pleasure to work with. She kept me informed and updated. The signing of the final paperwork took less than 10 minutes! I will NEVER finance with a dealership again for that reason alone.
634,DuGood Credit Union,2021-01-30,Rated 5 out of 5 stars,Tara is Awesome Knowledgeable Helpful Nice Polite
635,DuGood Credit Union,2021-01-29,Rated 4 out of 5 stars,"I love their services and accountability, am happy to be served by them"
636,DuGood Credit Union,2021-01-29,Rated 5 out of 5 stars,"Loved being able to speak with a real, local person!  When I had further questions, I opted for the chat option which is great!"
637,DuGood Credit Union,2021-01-29,Rated 5 out of 5 stars,Great service and friendly staff
638,DuGood Credit Union,2021-01-29,Rated 5 out of 5 stars,The tellers are very friendly and extremely helpful.
639,DuGood Credit Union,2021-01-27,Rated 5 out of 5 stars,Latoya McDonald she was prompt courteous helpful answered any question I needed and Pleasant to deal with very respectful
640,DuGood Credit Union,2021-01-25,Rated 5 out of 5 stars,"Very friendly and polite, very good and quick service"
641,DuGood Credit Union,2021-01-25,Rated 5 out of 5 stars,Put in a request for information on refinancing my vehicle. I was contacted almost immediately and Anavel got the process started and all information sent to me very quickly. When we showed up to the bank we were greeted promptly and everything was able to be finished up in the business drive through. We are very happy with our experience and look forward to using our new DuGood account.
642,DuGood Credit Union,2021-01-24,Rated 5 out of 5 stars,Great Job and helpful people
